ci_course_no,ci_course_name,ci_teacher_name,ci_teacher_group,ci_class_name,ci_student_number,ci_class_att,ci_class_sign,ci_class_dep,ci_class_stat,ci_exam_type,ci_union_no,ci_original_remark,ci_appoint,ci_remark
J6150G0005,Java程序设计,王昊,,电子信息类[191-3]班,110,选修,1,信工学院,0,笔试考试,,,0,
Z6120B0010,单片微型计算机原理及接口技术,万文博,,电子信息类195班,37,必修,1,信工学院,0,笔试考试,,,0,
Z6120B0010,单片微型计算机原理及接口技术,卢宗武:夏勇,,电子信息类196班,43,必修,1,信工学院,0,笔试考试,,,0,
Z6120B0010,单片微型计算机原理及接口技术,李春泉,,电子信息类194班,38,必修,1,信工学院,0,笔试考试,,,0,
Z6120B0010,单片微型计算机原理及接口技术,陈荣伶,,电子信息类191班,39,必修,1,信工学院,0,笔试考试,,,0,
Z6120B0010,单片微型计算机原理及接口技术,陈桉,,电子信息类193班,38,必修,1,信工学院,0,笔试考试,,,0,
Z6120B0010,单片微型计算机原理及接口技术,陶凌,,电子信息类192班,36,必修,1,信工学院,0,笔试考试,,,0,
Z6120B0009,信号与系统,周松,,电子信息类[195-6]班,87,必修,1,信工学院,0,笔试考试,,,0,
Z6120B0009,信号与系统,陈其纶,,电子信息类194班,46,必修,1,信工学院,0,笔试考试,,,0,
Z6120B0009,信号与系统,梁音,,电子信息类[191-2]班,76,必修,1,信工学院,0,笔试考试,,,0,
Z6120B0009,信号与系统,夏勇:周辉林,,电子信息类193班,48,必修,1,信工学院,0,笔试考试,,,0,
Z6130X0001,面向对象的程序设计,王俐,,自动化[191-2]班,71,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0001,面向对象的程序设计,简文娟,,自动化193班,38,选修,1,信工学院,0,笔试考试,,,0,
J6160G0014,模拟电子技术,龚建强,,自动化[191-3]班,112,必修,1,信工学院,0,笔试考试,,,0,
J6160G0025,"数字电子技术(I)	",刘明萍,,自动化[191-3]班,117,必修,1,信工学院,0,笔试考试,,,0,
Z6130B0014,智能仪器,熊剑,,测控技术与仪器[181-2]班,40,必修,1,信工学院,0,笔试考试,,,0,
Z6130X0059,PLC原理及应用,张强,,测控技术与仪器[181-2]班,39,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0061,图像处理及应用,谢建宏,,测控技术与仪器[181-2]班,39,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0013,虚拟仪器技术,熊鹏文,,测控技术与仪器[181-2]班,39,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0032,计算机控制技术,熊剑,,测控技术与仪器[181-2]班,39,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0056,测控仪器设计,于龙昆,,测控技术与仪器[181-2]班,39,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0057,过程控制工程,刘诚,,测控技术与仪器[181-2]班,39,选修,1,信工学院,0,笔试考试,,,0,
Z612SX0031,无线传感器网络,,,通信工程（卓越计划）181班,0,选修,1,信工学院,0,笔试考试,,,0,
Z6120B0006,通信原理,李安,,通信工程（卓越计划）181班,33,必修,1,信工学院,0,笔试考试,,,0,
Z612SX0032,移动终端应用软件开发,刘斌,,通信工程（卓越计划）181班,23,选修,1,信工学院,0,笔试考试,,,0,
Z611KB0003,毕业实习,,,自动化（航天班）171班,3,必修,1,信工学院,0,笔试考试,,,0,
720GS006,形势与政策（2）,谭潭,,计算机Ⅰ类[201-5]班,152,必修,1,马克思主义学院,0,课程论文（报告）,,,0,
610GL005,电工电子学实验（Ⅱ）,洪升,,计算机Ⅰ类205班,29,必修,1,信工学院,0,操作考核,,,0,
610GL005,电工电子学实验（Ⅱ）,何俊,,计算机Ⅰ类201班,33,必修,1,信工学院,0,操作考核,,,0,
610GL005,电工电子学实验（Ⅱ）,黎晓贞,,计算机Ⅰ类206班,33,必修,1,信工学院,0,操作考核,,,0,
610GL005,电工电子学实验（Ⅱ）,何俊,,计算机Ⅰ类202班,31,必修,1,信工学院,0,操作考核,,,0,
610GL005,电工电子学实验（Ⅱ）,王凯,,计算机Ⅰ类203班,35,必修,1,信工学院,0,操作考核,,,0,
610GL005,电工电子学实验（Ⅱ）,洪升,,计算机Ⅰ类204班,33,必修,1,信工学院,0,操作考核,,,0,
101CL001,大学生职业发展与就业指导,谭潭,,计算机Ⅰ类[204-6]班,96,必修,1,公共课排课,0,笔试考试,,,0,
101CL001,大学生职业发展与就业指导,方娜:欧阳润,,计算机Ⅰ类[201-3]班,96,必修,1,公共课排课,0,笔试考试,,,0,
610ZH102,面向对象程序设计（Java）实验,文喜,,计算机Ⅰ类205班,38,选修,1,信工学院,0,笔试考试,,,0,
610ZH102,面向对象程序设计（Java）实验,陈轶,,计算机Ⅰ类206班,33,选修,1,信工学院,0,笔试考试,,,0,
610ZH102,面向对象程序设计（Java）实验,任燕,,计算机Ⅰ类[201-2]班,65,选修,1,信工学院,0,笔试考试,,,0,
610ZH102,面向对象程序设计（Java）实验,管春,,计算机Ⅰ类[203-4]班,65,选修,1,信工学院,0,笔试考试,,,0,
210GX001,大学生心理健康指导,梅小峰,,"人工智能201班,计算机Ⅰ类[205-6]班",114,必修,1,公共课排课,0,笔试考试,,,0,
210GX001,大学生心理健康指导,刘润香,,计算机Ⅰ类[201-4]班,130,必修,1,公共课排课,0,笔试考试,,,0,
720GS002,中国近现代史纲要,刘金菊,,计算机Ⅰ类[201-4]班,124,必修,1,马克思主义学院,0,笔试考试,,,0,
720GS002,中国近现代史纲要,鄢玉枝,,"材料类[206-7]班,计算机Ⅰ类[205-6]班",117,必修,1,马克思主义学院,0,笔试考试,,,0,
610GL004,电工电子学（Ⅱ）,何俊,,计算机Ⅰ类[201-3]班,114,必修,1,信工学院,0,笔试考试,,,0,
610GL004,电工电子学（Ⅱ）,洪升,,计算机Ⅰ类[204-6]班,92,必修,1,信工学院,0,笔试考试,,,0,
610ZH101,面向对象程序设计（Java）,文喜,,计算机Ⅰ类205班,36,选修,1,信工学院,0,笔试考试,,,0,
610ZH101,面向对象程序设计（Java）,任燕,,计算机Ⅰ类[201-2]班,66,选修,1,信工学院,0,笔试考试,,,0,
610ZH101,面向对象程序设计（Java）,陈轶,,计算机Ⅰ类206班,33,选修,1,信工学院,0,笔试考试,,,0,
610ZH101,面向对象程序设计（Java）,管春,,计算机Ⅰ类[203-4]班,62,选修,1,信工学院,0,笔试考试,,,0,
550GL003,大学物理（2）,,,"水利水电工程[201-2]班,自动化[201-4]班,生物工程[201-2]班,食品科学与工程类[201-6]班,人工智能201班,土木类[201-8]班,工程力学201班,计算机Ⅰ类[201-6]班,测控技术与仪器[201-2]班",1,必修,1,理学院,0,笔试考试,,,0,
550GL019,线性代数,陈磊,,计算机Ⅰ类[201-3]班,91,必修,1,理学院,0,笔试考试,,,0,
550GL019,线性代数,彭振华,,计算机Ⅰ类[204-6]班,90,必修,1,理学院,0,笔试考试,,,0,
Z613SX2038,电力系统分析实验（ⅠⅠ）,徐敏,,电气工程及其自动化[181-4]班,130,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0042,电力系统潮流计算机分析,胡雄,,电气工程及其自动化[181-4]班,54,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0025,电气与PLC控制,江智军,,电气工程及其自动化[183-4]班,46,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0026,智能电器及其应用,廖才波,,电气工程及其自动化[181-4]班,64,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0078,电力电子技术在电力系统中的应用,熊永康,,"电气工程及其自动化181班,电气工程及其自动化184班",25,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0078,电力电子技术在电力系统中的应用,熊永康,,电气工程及其自动化[182-3]班,28,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0022,电机设计,杨莉,,电气工程及其自动化[181-4]班,62,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0023,电力传动自动控制系统,熊永康:张景明,,电气工程及其自动化[181-4]班,49,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0040,电力系统继电保护原理,杨胡萍,,电气工程及其自动化[181-4]班,129,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0043,高电压技术,邱志斌,,电气工程及其自动化[181-2]班,65,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0043,高电压技术,朱自伟,,电气工程及其自动化[183-4]班,67,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0044,电力系统自动装置原理,王淳,,电气工程及其自动化[181-4]班,103,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0024,现代测试技术,王青,,电气工程及其自动化[181-4]班,44,选修,1,信工学院,0,笔试考试,,,0,
Z6130X2038,电力系统分析（ⅠⅠ）,徐敏,,电气工程及其自动化[181-4]班,130,选修,1,信工学院,0,笔试考试,,,0,
720GS006,形势与政策（2）,黄美文,,"电气工程及其自动化[201-3]班,计算机Ⅰ类206班",127,必修,1,马克思主义学院,0,课程论文（报告）,,,0,
101CL001,大学生职业发展与就业指导,罗荣萍,,电气工程及其自动化[201-3]班,99,必修,1,公共课排课,0,笔试考试,,,0,
210GX001,大学生心理健康指导,刘欢,,"电气工程及其自动化[201-3]班,测控技术与仪器[201-2]班",154,必修,1,公共课排课,0,笔试考试,,,0,
590GL008,工程制图（3）,江春喜,,电气工程及其自动化[201-3]班,99,必修,1,机电学院,0,笔试考试,,,0,
550GL019,线性代数,霍海叶,,电气工程及其自动化[201-3]班,99,必修,1,理学院,0,笔试考试,,,0,
610GJ003,C程序设计,熊力伟,,"电气工程及其自动化[201-3]班,测控技术与仪器[201-2]班",156,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0003,毕业实习,,,网络工程171班,29,必修,1,信工学院,0,笔试考试,,,0,
Z611KB0004,毕业设计,,,网络工程171班,29,必修,1,信工学院,0,笔试考试,,,0,
J616KG0001,电工电子实习(Ⅰ),江媛,,测控技术与仪器192班,22,必修,1,信工学院,0,笔试考试,,,0,
J616KG0001,电工电子实习(Ⅰ),江媛,,测控技术与仪器191班,26,必修,1,信工学院,0,笔试考试,,,0,
T7210P0002,马克思主义基本原理,叶文英,,自动化[191-3]班,106,必修,1,马克思主义学院,0,笔试考试,,,0,
Z6130B0005,单片机原理与应用,杨俊清,,测控技术与仪器[191-2]班,48,必修,1,信工学院,0,笔试考试,,,0,
J6110G0042,信号与系统,张宇,,测控技术与仪器[191-2]班,48,必修,1,信工学院,0,笔试考试,,,0,
J6160G0014,模拟电子技术,黄涛,,测控技术与仪器[191-2]班,59,必修,1,信工学院,0,笔试考试,,,0,
J6160G0009,数字电子技术,吴黎晖,,测控技术与仪器[191-2]班,51,必修,1,信工学院,0,笔试考试,,,0,
Z613KB0004,毕业实习,,,电气工程及其自动化173班,34,必修,1,信工学院,0,笔试考试,,,0,
Z613KB0004,毕业实习,,,电气工程及其自动化171班,29,必修,1,信工学院,0,笔试考试,,,0,
Z613KB0004,毕业实习,,,电气工程及其自动化174班,32,必修,1,信工学院,0,笔试考试,,,0,
